Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2009-02-06 16:00:00.000 +0100,Mostly Cloudy,rain,13.95555556,13.95555556,0.58,12.7673,158,10.3684,0,1002.72,Partly cloudy starting in the morning continuing until night.
2014-11-05 14:00:00.000 +0100,Partly Cloudy,rain,18.97777778,18.97777778,0.52,20.8656,160,10.2074,0,1012.11,Partly cloudy starting in the afternoon.
2008-08-08 05:00:00.000 +0200,Clear,rain,14.25555556,14.25555556,0.86,3.9767,48,14.9569,0,1010.5,Partly cloudy starting in the morning and breezy in the evening.
2011-03-02 05:00:00.000 +0100,Foggy,snow,-4.888888889,-4.888888889,0.99,1.61,4,1.2236,0,1033.1,Foggy until night.
2010-08-09 07:00:00.000 +0200,Clear,rain,17.6,17.6,1,3.22,250,4.669,0,1017.62,Partly cloudy starting in the morning continuing until night.
2012-01-11 20:00:00.000 +0100,Mostly Cloudy,rain,2.777777778,-0.2666666667,0.82,11.27,250,9.982,0,1030.6,Mostly cloudy throughout the day.
2013-03-04 16:00:00.000 +0100,Partly Cloudy,rain,8.816666667,7.416666667,0.37,9.016,1,10.3523,0,1025.03,Partly cloudy starting overnight continuing until afternoon.
2014-03-05 06:00:00.000 +0100,Overcast,rain,6.133333333,4.505555556,0.93,7.9051,0,9.982,0,1006.86,Overcast throughout the day.
2008-07-09 22:00:00.000 +0200,Mostly Cloudy,rain,18.88888889,18.88888889,0.51,6.5849,326,15.8263,0,1015.96,Partly cloudy throughout the day.
2008-10-11 20:00:00.000 +0200,Clear,rain,12.93888889,12.93888889,0.83,0.2254,340,8.3398,0,1032.77,Foggy in the morning.
2010-09-18 09:00:00.000 +0200,Overcast,rain,12.75555556,12.75555556,0.96,21.3003,330,3.7513,0,1017.41,Mostly cloudy throughout the day.
2015-09-20 03:00:00.000 +0200,Mostly Cloudy,rain,17.73333333,17.73333333,0.93,11.1895,328,9.9015,0,1012.47,Mostly cloudy throughout the day.
2012-12-11 06:00:00.000 +0100,Overcast,snow,-8.861111111,-14.11111111,0.92,10.7065,331,9.6922,0,1012.36,Foggy in the evening.
2015-01-14 11:00:00.000 +0100,Partly Cloudy,rain,6.088888889,3.322222222,0.7,13.5884,178,6.2951,0,1019.55,Partly cloudy starting in the morning.
2016-05-15 02:00:00.000 +0200,Partly Cloudy,rain,11.94444444,11.94444444,0.96,13.3469,273,15.1823,0,1006.34,Mostly cloudy throughout the day.
2016-08-03 15:00:00.000 +0200,Mostly Cloudy,rain,27.15,27.37777778,0.47,14.49,319,16.1,0,1016.04,Partly cloudy throughout the day.
2016-09-08 17:00:00.000 +0200,Partly Cloudy,rain,28.84444444,27.6,0.27,5.2808,124,15.5526,0,1014.37,Partly cloudy starting overnight.
2014-03-17 03:00:00.000 +0100,Partly Cloudy,rain,12.56666667,12.56666667,0.6,24.633,300,16.1,0,1012.54,Partly cloudy throughout the day and windy starting in the morning continuing until afternoon.
2014-06-30 17:00:00.000 +0200,Overcast,rain,16.27222222,16.27222222,0.93,18.8209,279,6.4883,0,1009.63,Mostly cloudy throughout the day.
2007-05-01 19:00:00.000 +0200,Partly Cloudy,rain,12.42222222,12.42222222,0.27,15.6975,50,9.982,0,1013.14,Partly cloudy throughout the day.
2013-07-24 01:00:00.000 +0200,Partly Cloudy,rain,16.81666667,16.81666667,0.83,2.8497,244,15.8263,0,1012.65,Partly cloudy starting in the morning.
2015-06-11 17:00:00.000 +0200,Partly Cloudy,rain,28.85,29.15555556,0.47,2.9141,337,10.3523,0,1015.68,Partly cloudy throughout the day.
2012-03-28 14:00:00.000 +0200,Mostly Cloudy,rain,17.13333333,17.13333333,0.29,1.4812,46,10.3684,0,1023.38,Partly cloudy until night.
2009-11-24 07:00:00.000 +0100,Foggy,rain,3.855555556,0.4944444444,1,14.1519,170,0.161,0,1017.81,Foggy starting overnight continuing until night.
2009-06-10 15:00:00.000 +0200,Partly Cloudy,rain,31.11111111,30.05,0.32,9.66,230,9.982,0,1016.4,Partly cloudy throughout the day.
2013-02-16 20:00:00.000 +0100,Mostly Cloudy,rain,3.794444444,1.027777778,0.88,10.9319,300,11.0446,0,1021.75,Foggy starting overnight continuing until morning.
2009-04-27 03:00:00.000 +0200,Partly Cloudy,rain,7.222222222,4.15,0.68,17.71,140,16.1,0,1021.6,Partly cloudy until evening and breezy starting in the morning continuing until evening.
2014-09-25 06:00:00.000 +0200,Mostly Cloudy,rain,4.927777778,3.172222222,0.93,7.5992,140,15.7297,0,1016.31,Mostly cloudy throughout the day.
2013-10-07 07:00:00.000 +0200,Partly Cloudy,rain,2.872222222,2.872222222,0.95,4.7173,77,6.2951,0,1027.5,Partly cloudy throughout the day.
2008-10-05 23:00:00.000 +0200,Partly Cloudy,rain,6.338888889,4.95,0.77,7.1162,268,14.168,0,1015.3,Mostly cloudy until evening.
2006-07-12 09:00:00.000 +0200,Partly Cloudy,rain,27.06111111,27.38888889,0.49,4.5402,39,9.982,0,1020.11,Partly cloudy until night.
2015-04-20 17:00:00.000 +0200,Breezy and Mostly Cloudy,rain,16.98333333,16.98333333,0.31,32.522,313,15.5526,0,1013.66,Mostly cloudy starting in the morning and breezy starting in the afternoon continuing until evening.
2012-08-16 10:00:00.000 +0200,Partly Cloudy,rain,24.95,24.95,0.42,12.0428,22,9.982,0,1014.74,Partly cloudy starting in the morning.
2006-09-07 21:00:00.000 +0200,Partly Cloudy,rain,18.87222222,18.87222222,0.73,11.0607,120,9.982,0,1017.36,Partly cloudy until night.
2008-09-30 14:00:00.000 +0200,Partly Cloudy,rain,18.92222222,18.92222222,0.46,12.7673,225,11.3988,0,1016.21,Partly cloudy starting in the morning continuing until evening.
2014-08-25 21:00:00.000 +0200,Partly Cloudy,rain,12.77777778,12.77777778,0.82,3.22,10,16.1,0,1018.3,Partly cloudy throughout the day.
2006-04-08 22:00:00.000 +0200,Clear,rain,7.733333333,6.672222222,0.65,6.7459,161,15.8263,0,1018.28,Partly cloudy starting in the morning continuing until evening.
2011-11-27 10:00:00.000 +0100,Overcast,rain,2.616666667,-1.455555556,0.85,16.744,181,7.0035,0,1030.8,Foggy overnight.
2015-07-06 06:00:00.000 +0200,Partly Cloudy,rain,18.76111111,18.76111111,0.9,4.508,204,16.1,0,1017.4,Partly cloudy starting in the morning.
2013-11-26 17:00:00.000 +0100,Overcast,rain,2.2,-3.027777778,0.64,24.7135,10,16.1,0,1020.2,Mostly cloudy throughout the day and breezy overnight.
2016-05-28 21:00:00.000 +0200,Mostly Cloudy,rain,22.06111111,22.06111111,0.65,4.8944,117,16.1,0,1011.9,Partly cloudy throughout the day.
2009-10-16 10:00:00.000 +0200,Partly Cloudy,rain,5,2.75,0.7,9.66,330,11.27,0,1021.9,Mostly cloudy throughout the day.
2012-04-07 08:00:00.000 +0200,Mostly Cloudy,rain,10.03333333,10.03333333,0.84,7.7763,281,11.0768,0,1005.67,Mostly cloudy throughout the day.
2016-02-28 23:00:00.000 +0100,Overcast,rain,7.127777778,4.566666667,0.83,13.8138,128,16.0517,0,1017.07,Mostly cloudy throughout the day.
2016-05-24 05:00:00.000 +0200,Partly Cloudy,rain,15.42222222,15.42222222,0.82,3.059,312,14.8764,0,1004.26,Mostly cloudy throughout the day.
2006-06-04 06:00:00.000 +0200,Foggy,rain,12.22222222,12.22222222,0.93,4.669,204,2.6887,0,1011.99,Overcast until evening.
2009-02-02 17:00:00.000 +0100,Mostly Cloudy,rain,5,1.844444444,0.76,14.49,130,9.982,0,1017.7,Mostly cloudy throughout the day.
2007-04-01 20:00:00.000 +0200,Partly Cloudy,rain,11.32777778,11.32777778,0.59,9.0643,43,9.982,0,1028.56,Partly cloudy starting in the morning continuing until evening.
2013-07-05 08:00:00.000 +0200,Partly Cloudy,rain,22.15,22.15,0.72,10.9802,9,10.3523,0,1018.08,Partly cloudy starting in the morning.
2015-10-24 10:00:00.000 +0200,Foggy,rain,7.194444444,7.194444444,0.93,3.0429,222,0.161,0,1025.81,Foggy until morning.
2008-09-06 21:00:00.000 +0200,Clear,rain,27.04444444,26.78888889,0.38,12.3487,161,9.982,0,1010.89,Partly cloudy until afternoon.
2016-11-01 09:00:00.000 +0100,Clear,null,7.527777778,7.527777778,0.84,2.3506,320,0,0,1022.42,Partly cloudy starting in the afternoon.
2012-05-02 20:00:00.000 +0200,Partly Cloudy,rain,23.26111111,23.26111111,0.42,1.2558,9,10.3684,0,1009.13,Partly cloudy starting in the morning.
2009-08-23 00:00:00.000 +0200,Clear,rain,23.33333333,23.33333333,0.6,14.49,30,16.1,0,1015.5,Mostly cloudy starting overnight continuing until evening.
2011-10-08 18:00:00.000 +0200,Mostly Cloudy,rain,11.18333333,11.18333333,0.62,3.3649,281,11.27,0,1010.07,Mostly cloudy throughout the day.
2012-01-04 19:00:00.000 +0100,Overcast,rain,7.361111111,5.372222222,0.86,10.626,315,11.0768,0,1017.71,Foggy until morning.
2016-06-19 07:00:00.000 +0200,Mostly Cloudy,rain,19.82222222,19.82222222,0.73,10.7709,19,10.2557,0,1015.97,Mostly cloudy throughout the day.
2014-12-31 22:00:00.000 +0100,Partly Cloudy,snow,-13.25555556,-13.25555556,0.88,3.1556,278,4.5402,0,1039.13,Clear throughout the day.
2013-11-08 11:00:00.000 +0100,Partly Cloudy,rain,14.95,14.95,0.73,9.2414,179,9.8532,0,1017.96,Partly cloudy starting in the morning.
2010-06-24 19:00:00.000 +0200,Mostly Cloudy,rain,20.13888889,20.13888889,0.71,4.9266,262,9.982,0,1012.87,Partly cloudy throughout the day.
2014-03-28 06:00:00.000 +0100,Mostly Cloudy,rain,5.155555556,2.355555556,0.92,12.6063,2,8.1305,0,1011.44,Mostly cloudy until evening.
2009-06-08 10:00:00.000 +0200,Partly Cloudy,rain,22.77777778,22.77777778,0.62,8.05,240,11.27,0,1014.5,Partly cloudy throughout the day.
2006-07-13 07:00:00.000 +0200,Partly Cloudy,rain,19.86111111,19.86111111,0.84,12.3326,19,9.982,0,1017.94,Partly cloudy until night.
2008-10-22 12:00:00.000 +0200,Partly Cloudy,rain,18.75,18.75,0.62,13.7816,159,9.982,0,1020.29,Partly cloudy starting in the morning continuing until night.
2011-09-17 13:00:00.000 +0200,Partly Cloudy,rain,27.19444444,26.85555556,0.37,7.7924,137,9.982,0,1017.58,Partly cloudy until evening.
2015-04-15 07:00:00.000 +0200,Mostly Cloudy,rain,8.744444444,8.383333333,0.66,4.8783,207,16.1,0,1022.61,Partly cloudy throughout the day.
2014-12-08 07:00:00.000 +0100,Foggy,rain,5.922222222,5.922222222,0.94,1.61,151,1.1592,0,1015.85,Foggy starting overnight continuing until morning.
2006-10-28 23:00:00.000 +0200,Partly Cloudy,rain,9.772222222,9.122222222,0.93,6.3917,301,8.3076,0,1023.4,Partly cloudy starting in the morning continuing until evening.
2008-11-02 14:00:00.000 +0100,Mostly Cloudy,rain,19.99444444,19.99444444,0.63,4.5563,299,11.27,0,1018.68,Foggy in the morning.
2016-12-07 03:00:00.000 +0100,Partly Cloudy,snow,-0.02777777778,-3.177777778,0.96,9.4346,180,6.9391,0,1019.63,Mostly cloudy throughout the day.
2008-08-04 02:00:00.000 +0200,Mostly Cloudy,rain,20.42222222,20.42222222,0.79,4.1699,334,14.9569,0,1012.36,Partly cloudy starting in the afternoon.
2006-12-01 01:00:00.000 +0100,Mostly Cloudy,rain,6.627777778,6.627777778,0.93,4.2665,101,4.5885,0,1034.84,Foggy in the morning.
2011-07-13 14:00:00.000 +0200,Mostly Cloudy,rain,32.18333333,31.23333333,0.32,10.4328,148,10.3523,0,1012.61,Partly cloudy starting in the morning.
2014-06-12 21:00:00.000 +0200,Mostly Cloudy,rain,25.02222222,25.02222222,0.54,14.0553,292,16.1,0,1015.86,Partly cloudy throughout the day.
2014-01-10 19:00:00.000 +0100,Partly Cloudy,rain,1.655555556,0.2277777778,0.91,5.1842,248,14.3934,0,1021.63,Foggy until morning.
2012-01-31 12:00:00.000 +0100,Partly Cloudy,snow,-1.111111111,-4.527777778,0.6,9.66,60,9.982,0,1030.3,Partly cloudy starting in the morning.
2016-10-28 22:00:00.000 +0200,Clear,null,6.683333333,4.855555556,0.77,9.1931,241,0,0,1031.96,Clear throughout the day.
2012-10-09 14:00:00.000 +0200,Partly Cloudy,rain,17.1,17.1,0.36,16.5669,179,10.3523,0,1012.33,Partly cloudy starting overnight.
2010-11-26 07:00:00.000 +0100,Overcast,rain,3.116666667,1.183333333,0.96,7.1806,62,8.1466,0,1004.9,Mostly cloudy until night.
2007-11-06 08:00:00.000 +0100,Partly Cloudy,snow,-0.02222222222,-0.02222222222,0.85,4.8139,149,11.27,0,1025.84,Mostly cloudy throughout the day.
2014-08-03 12:00:00.000 +0200,Mostly Cloudy,rain,29.88333333,30.41666667,0.47,1.8676,198,16.1,0,1012.62,Mostly cloudy throughout the day.
2011-04-23 17:00:00.000 +0200,Partly Cloudy,rain,22.83333333,22.83333333,0.31,16.7601,148,10.3523,0,1014.57,Partly cloudy starting in the morning continuing until night.
2007-02-08 08:00:00.000 +0100,Mostly Cloudy,rain,4.983333333,2.422222222,0.87,11.1251,160,9.7083,0,1005.94,Foggy starting overnight continuing until morning.
2009-02-16 06:00:00.000 +0100,Partly Cloudy,snow,-6.111111111,-9.911111111,0.88,8.05,280,9.982,0,1023,Mostly cloudy throughout the day.
2015-05-03 16:00:00.000 +0200,Overcast,rain,17.83888889,17.83888889,0.6,5.0071,148,16.1,0,1013.88,Mostly cloudy until night.
2016-12-19 20:00:00.000 +0100,Mostly Cloudy,rain,0.8166666667,-2.238888889,0.88,9.6922,168,7.2611,0,1019.9,Mostly cloudy throughout the day.
2014-08-06 21:00:00.000 +0200,Mostly Cloudy,rain,20.97222222,20.97222222,0.87,8.9677,282,9.9015,0,1010.87,Mostly cloudy until night.
2011-11-02 16:00:00.000 +0100,Clear,rain,12.42222222,12.42222222,0.5,3.3488,120,6.1663,0,1022.11,Foggy starting overnight continuing until morning.
2013-03-20 21:00:00.000 +0100,Mostly Cloudy,rain,10.35,10.35,0.6,13.6528,120,15.8263,0,1008.09,Partly cloudy throughout the day.
2011-07-16 09:00:00.000 +0200,Partly Cloudy,rain,22.22222222,22.22222222,0.55,12.6868,301,10.0464,0,1015.31,Partly cloudy throughout the day.
2010-03-22 22:00:00.000 +0100,Overcast,rain,11.12222222,11.12222222,0.94,6.8264,333,6.0053,0,1023.43,Mostly cloudy throughout the day.
2007-10-06 22:00:00.000 +0200,Mostly Cloudy,rain,12.17222222,12.17222222,0.72,11.27,40,14.9086,0,1019.74,Foggy in the morning.
2006-12-11 11:00:00.000 +0100,Clear,rain,6.161111111,6.161111111,0.79,3.4293,353,8.1305,0,1032.3,Foggy starting in the evening.
2007-04-22 09:00:00.000 +0200,Partly Cloudy,rain,10.65,10.65,0.47,11.5598,14,15.8263,0,1024.4,Partly cloudy until evening.
2016-07-01 05:00:00.000 +0200,Mostly Cloudy,rain,17.34444444,17.34444444,0.96,3.22,0,14.9569,0,1015.37,Partly cloudy throughout the day.
2009-01-31 10:00:00.000 +0100,Mostly Cloudy,rain,1.161111111,-2.105555556,0.76,10.8192,320,10.3684,0,1018.48,Mostly cloudy throughout the day.
2006-07-16 05:00:00.000 +0200,Mostly Cloudy,rain,16.06666667,16.06666667,0.67,6.3434,11,15.3111,0,1022.01,Partly cloudy throughout the day.
2013-01-31 20:00:00.000 +0100,Mostly Cloudy,rain,2.827777778,-0.3777777778,0.88,12.1233,201,9.982,0,1015.33,Mostly cloudy until night and windy starting in the morning continuing until afternoon.
2007-09-12 16:00:00.000 +0200,Mostly Cloudy,rain,17.86666667,17.86666667,0.56,26.7743,320,11.2056,0,1017.25,Partly cloudy starting in the morning continuing until night.
2009-11-10 03:00:00.000 +0100,Foggy,rain,11.11111111,11.11111111,0.96,11.27,50,3.059,0,1005.9,Foggy starting overnight continuing until morning.
2011-06-10 05:00:00.000 +0200,Partly Cloudy,rain,14.38888889,14.38888889,0.83,13.5401,297,10.2396,0,1009.38,Mostly cloudy throughout the day.
2013-07-13 12:00:00.000 +0200,Partly Cloudy,rain,24.97222222,24.97222222,0.46,17.3558,299,11.2056,0,1017.63,Partly cloudy starting in the morning.
2010-04-21 11:00:00.000 +0200,Partly Cloudy,rain,17.65,17.65,0.52,25.3092,310,11.0285,0,1012.91,Partly cloudy starting overnight.
2008-02-05 21:00:00.000 +0100,Partly Cloudy,rain,4.35,2.9,0.86,6.279,331,9.6117,0,1024.41,Mostly cloudy starting overnight continuing until evening.
2010-11-30 03:00:00.000 +0100,Foggy,rain,1.161111111,1.161111111,0.99,3.703,263,2.3023,0,1012.46,Foggy starting overnight continuing until morning.
2014-06-28 10:00:00.000 +0200,Partly Cloudy,rain,23.88888889,23.88888889,0.34,9.6439,133,16.1,0,1019.69,Partly cloudy starting in the morning.
2014-05-23 16:00:00.000 +0200,Partly Cloudy,rain,27.82222222,27.22222222,0.35,11.2056,139,16.1,0,1012.89,Partly cloudy in the morning.
2007-07-13 19:00:00.000 +0200,Partly Cloudy,rain,26.03888889,26.03888889,0.28,11.109,308,9.982,0,1018.51,Partly cloudy starting in the morning.
2015-04-07 04:00:00.000 +0200,Overcast,rain,4.4,-0.2444444444,0.72,25.0194,10,16.1,0,1020.25,Mostly cloudy throughout the day and breezy starting in the morning continuing until evening.
2015-01-29 13:00:00.000 +0100,Mostly Cloudy,rain,2.205555556,-1.927777778,0.81,16.4864,221,8.1305,0,1003.14,Foggy overnight.
2007-04-17 04:00:00.000 +0200,Partly Cloudy,rain,2.272222222,2.272222222,0.81,3.3166,347,15.8263,0,1021.29,Partly cloudy starting in the morning continuing until night.
2011-12-02 15:00:00.000 +0100,Foggy,snow,-0.09444444444,-4.277777778,0.93,13.7816,149,0.322,0,1021.67,Foggy throughout the day.
2012-02-18 16:00:00.000 +0100,Partly Cloudy,rain,5.205555556,5.205555556,0.64,2.898,215,11.4471,0,1020.94,Partly cloudy throughout the day.
2015-01-12 03:00:00.000 +0100,Clear,rain,2.111111111,-3.488888889,0.73,27.9335,280,16.1,0,1020.11,Partly cloudy starting in the morning.
2012-11-16 18:00:00.000 +0100,Foggy,rain,4.994444444,2.794444444,1,9.4507,21,3.059,0,1025.03,Foggy starting in the evening.
2012-07-31 01:00:00.000 +0200,Partly Cloudy,rain,19.42222222,19.42222222,0.89,11.0768,330,15.8263,0,1016.65,Partly cloudy until night.
2006-02-23 09:00:00.000 +0100,Mostly Cloudy,rain,2.2,2.2,0.79,4.347,349,9.8532,0,1021.83,Mostly cloudy until night.
2012-01-06 20:00:00.000 +0100,Partly Cloudy,rain,2.777777778,-2.227777778,0.76,24.15,330,9.982,0,1006.3,Mostly cloudy until night and breezy in the afternoon.
2012-12-14 05:00:00.000 +0100,Mostly Cloudy,snow,-4.35,-11.81111111,0.74,27.4988,140,15.8746,0,1023.75,Mostly cloudy throughout the day and breezy starting in the evening continuing until night.
2013-03-17 02:00:00.000 +0100,Clear,snow,-7.405555556,-7.405555556,0.96,2.9624,271,14.5222,0,1022.73,Foggy in the morning.
2014-09-20 21:00:00.000 +0200,Mostly Cloudy,rain,17.77777778,17.77777778,0.97,10.9319,220,15.6009,0,1014.42,Mostly cloudy throughout the day.
2012-12-02 08:00:00.000 +0100,Overcast,rain,2.711111111,2.711111111,1,3.1717,64,3.4132,0,1013.03,Foggy starting in the evening.
2006-05-11 19:00:00.000 +0200,Mostly Cloudy,rain,14.05555556,14.05555556,0.76,4.5563,277,9.982,0,1015.87,Mostly cloudy throughout the day.
2014-06-28 18:00:00.000 +0200,Partly Cloudy,rain,27.17222222,26.49444444,0.29,8.2754,170,16.1,0,1016.47,Partly cloudy starting in the morning.
2014-09-01 03:00:00.000 +0200,Partly Cloudy,rain,17.17777778,17.17777778,0.76,10.8997,127,15.8263,0,1008.21,Mostly cloudy throughout the day.
2009-09-02 11:00:00.000 +0200,Clear,rain,25.97222222,25.97222222,0.44,4.991,38,10.3684,0,1016.76,Partly cloudy starting in the afternoon continuing until night.
2009-01-26 02:00:00.000 +0100,Overcast,rain,2.777777778,-0.2666666667,0.89,11.27,330,6.118,0,1001.7,Foggy starting in the evening.
2013-03-11 06:00:00.000 +0100,Foggy,rain,6.922222222,5.466666667,0.94,7.7602,261,0.161,0,998.43,Foggy in the morning.
2010-01-03 07:00:00.000 +0100,Overcast,snow,-2.122222222,-8.561111111,0.96,24.5525,310,3.4293,0,1013.34,Foggy starting overnight continuing until afternoon and breezy in the morning.
2010-03-29 04:00:00.000 +0200,Partly Cloudy,rain,4.433333333,1.272222222,0.82,13.7333,282,14.9086,0,1014.2,Partly cloudy starting overnight continuing until morning.
2011-06-26 15:00:00.000 +0200,Mostly Cloudy,rain,22.12777778,22.12777778,0.38,15.9068,319,9.982,0,1020.93,Partly cloudy starting in the morning continuing until night.
2014-06-16 19:00:00.000 +0200,Overcast,rain,19.05,19.05,0.55,9.1126,158,10.2557,0,1014.59,Mostly cloudy throughout the day.
2009-04-01 14:00:00.000 +0200,Partly Cloudy,rain,18.68333333,18.68333333,0.61,10.8192,62,11.4471,0,1018.88,Partly cloudy throughout the day.
2011-08-18 08:00:00.000 +0200,Clear,rain,22.29444444,22.29444444,0.68,3.1878,49,9.982,0,1018.39,Partly cloudy in the afternoon.
2006-12-25 01:00:00.000 +0100,Overcast,rain,1.938888889,0.2777777778,0.9,5.8604,281,5.474,0,1032.95,Foggy in the morning.
2009-06-04 05:00:00.000 +0200,Mostly Cloudy,rain,8.627777778,7.6,0.7,7.1806,298,15.1501,0,1011.47,Partly cloudy throughout the day.
2013-07-01 21:00:00.000 +0200,Mostly Cloudy,rain,18.77222222,18.77222222,0.82,3.1717,318,9.982,0,1019.03,Partly cloudy throughout the day.
2007-01-31 19:00:00.000 +0100,Mostly Cloudy,rain,1.466666667,-1.861111111,0.85,11.3505,189,9.982,0,1019.82,Partly cloudy throughout the day.
2010-05-05 08:00:00.000 +0200,Mostly Cloudy,rain,19.91666667,19.91666667,0.63,15.5848,131,9.982,0,1010.7,Mostly cloudy starting in the afternoon continuing until night.
2015-03-06 20:00:00.000 +0100,Partly Cloudy,rain,3.772222222,-0.6111111111,0.62,21.1715,21,16.1,0,1031.98,Mostly cloudy until evening and breezy in the afternoon.
2012-04-03 20:00:00.000 +0200,Partly Cloudy,rain,14.16666667,14.16666667,0.55,9.3058,226,10.3684,0,1009.82,Mostly cloudy throughout the day.
2016-11-13 05:00:00.000 +0100,Partly Cloudy,rain,2.922222222,0.3222222222,0.92,9.4668,141,7.406,0,1019.17,Partly cloudy throughout the day.
2012-04-30 04:00:00.000 +0200,Clear,rain,11.11111111,11.11111111,0.74,3.22,120,16.1,0,1016.6,Clear throughout the day.
2016-07-13 09:00:00.000 +0200,Partly Cloudy,rain,28.68333333,28.68333333,0.44,18.9497,172,16.1,0,1009.93,Partly cloudy starting in the morning continuing until night.
2010-12-08 00:00:00.000 +0100,Mostly Cloudy,rain,7.977777778,6.066666667,0.95,10.9158,143,6.0697,0,1009.19,Mostly cloudy throughout the day.
2015-01-17 21:00:00.000 +0100,Mostly Cloudy,rain,8.261111111,5.488888889,0.72,17.4041,151,15.8263,0,1017.14,Partly cloudy starting overnight continuing until morning.
2013-04-12 16:00:00.000 +0200,Partly Cloudy,rain,19.92222222,19.92222222,0.57,21.1554,192,11.27,0,1009.46,Mostly cloudy starting overnight.
2006-09-10 17:00:00.000 +0200,Partly Cloudy,rain,22.8,22.8,0.49,3.7191,103,10.3523,0,1028.16,Partly cloudy starting in the morning continuing until evening.
2013-10-21 12:00:00.000 +0200,Partly Cloudy,rain,20.98888889,20.98888889,0.63,14.1358,242,9.982,0,1021.51,Partly cloudy until evening.
2015-06-10 00:00:00.000 +0200,Mostly Cloudy,rain,18.30555556,18.30555556,0.78,13.8138,320,16.1,0,1017.14,Partly cloudy throughout the day.
2006-10-23 08:00:00.000 +0200,Mostly Cloudy,rain,11.06111111,11.06111111,0.94,9.3058,142,5.7638,0,1014.16,Mostly cloudy until night.
2008-06-18 06:00:00.000 +0200,Foggy,rain,17.15,17.15,0.93,8.9838,310,2.6404,0,1012.87,Foggy in the morning.
2012-06-22 05:00:00.000 +0200,Mostly Cloudy,rain,22.95555556,22.95555556,0.59,12.9605,158,14.5222,0,1009.12,Partly cloudy starting in the morning continuing until night.
2012-11-05 20:00:00.000 +0100,Overcast,rain,8.844444444,5.922222222,0.89,20.0928,290,11.2056,0,1004.18,Mostly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2011-09-10 17:00:00.000 +0200,Partly Cloudy,rain,28.92222222,28.18333333,0.36,5.2486,131,10.3523,0,1016.27,Partly cloudy until evening.
2014-12-28 10:00:00.000 +0100,Foggy,snow,-2.188888889,-7.322222222,0.96,16.1644,53,1.2397,0,1006.7,Foggy starting in the morning continuing until evening and breezy in the evening.
2008-09-29 03:00:00.000 +0200,Mostly Cloudy,rain,7.755555556,6.727777778,0.86,6.6332,318,9.982,0,1022.34,Partly cloudy until evening.
2015-08-23 22:00:00.000 +0200,Clear,rain,15.51111111,15.51111111,0.93,0,0,15.8263,0,1016.21,Foggy starting overnight continuing until morning.
2016-08-02 01:00:00.000 +0200,Overcast,rain,20.85555556,20.85555556,0.74,15.6331,339,10.2074,0,1015.21,Mostly cloudy throughout the day.
2014-08-22 08:00:00.000 +0200,Partly Cloudy,rain,14.82222222,14.82222222,0.75,11.3666,69,15.1823,0,1018.55,Partly cloudy throughout the day.
2006-05-20 08:00:00.000 +0200,Mostly Cloudy,rain,17.02777778,17.02777778,0.77,1.1592,269,9.982,0,1012.18,Partly cloudy throughout the day.
2015-12-16 23:00:00.000 +0100,Overcast,rain,0.6444444444,0.6444444444,0.96,3.22,140,4.025,0,1036.28,Foggy until morning.
2015-12-11 18:00:00.000 +0100,Partly Cloudy,rain,2.227777778,-0.06666666667,0.92,7.8729,172,11.8979,0,1031.4,Foggy starting in the evening.
2015-12-27 06:00:00.000 +0100,Foggy,snow,-1.083333333,-1.083333333,1,3.3649,126,0.161,0,1032.5,Foggy throughout the day.
2015-08-30 07:00:00.000 +0200,Mostly Cloudy,rain,20.88888889,20.88888889,0.88,1.6583,33,8.0017,0,1022.02,Partly cloudy throughout the day.
2011-03-08 07:00:00.000 +0100,Clear,snow,-5,-8.805555556,0.81,8.5974,336,9.982,0,1037.36,Partly cloudy starting in the afternoon continuing until evening.
2009-01-08 16:00:00.000 +0100,Clear,snow,-2.705555556,-5.916666667,0.63,8.05,36,6.3434,0,1032.82,Mostly cloudy starting overnight continuing until morning.
2006-02-15 19:00:00.000 +0100,Clear,rain,0.01111111111,-4.405555556,0.86,15.1018,139,7.728,0,1016.28,Foggy starting overnight continuing until afternoon.
2007-01-31 10:00:00.000 +0100,Partly Cloudy,rain,6.027777778,3.577777778,0.7,11.6564,262,9.982,0,1023.82,Partly cloudy throughout the day.
2006-09-28 16:00:00.000 +0200,Mostly Cloudy,rain,22.26666667,22.26666667,0.54,11.1573,0,11.2056,0,1010.62,Partly cloudy until night.
2013-04-20 19:00:00.000 +0200,Partly Cloudy,rain,20.01666667,20.01666667,0.48,12.4936,1,9.982,0,1016.44,Partly cloudy starting in the morning continuing until night.
2011-06-19 05:00:00.000 +0200,Mostly Cloudy,rain,16.88333333,16.88333333,0.76,16.1644,313,14.168,0,1009.24,Mostly cloudy until night.
2015-02-22 18:00:00.000 +0100,Overcast,rain,7.805555556,5.627777778,0.83,12.236,120,7.4543,0,1006.77,Mostly cloudy throughout the day.
2013-10-19 17:00:00.000 +0200,Partly Cloudy,rain,15.12777778,15.12777778,0.54,10.4972,101,15.5526,0,1024.97,Partly cloudy starting overnight.
