track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
6179WQbZYf2WXoVne3mN6d,We Found Love (feat. Ashibah),Nora En Pure,52,3U6qj7DDrp0ous2FpvmAAa,We Found Love (feat. Ashibah),2019-01-18,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,edm,progressive electro house,0.69,0.768,9,-5.004,1,0.0566,0.044,0.017,0.108,0.252,122.049,187131
1aML2CdNXjkJJvIhzqN6Ka,History of Violence,Theory of a Deadman,60,3Pe76n9u3N2DlLHgiEA13G,History of Violence,2019-09-25,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.587,0.821,9,-5.041,0,0.0413,0.0536,0,0.0932,0.616,81.985,234567
6CeeoAi5qUa4ZjQo1S7Ho7,Somebody Else,Isac Elliot,53,3MPdrq8TeWZkkzZ2jf7w8V,Somebody Else,2019-11-08,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,0.756,0.589,7,-7.305,1,0.0494,0.171,0,0.158,0.305,122.057,161738
1USZs8RE7s5DlI2gfb8FLP,Avanti Avanti (feat. Celo & Abdi & Hanybal),Reda Rwena,39,0adsZODJhjFEitu4c1fwJ9,Avanti Avanti (feat. Celo & Abdi & Hanybal),2018-09-14,Gangster Rap Deutsch,1qXg9ck25tBRxeXsj8mbDG,rap,gangster rap,0.728,0.861,8,-4.833,1,0.374,0.119,0,0.134,0.811,121.442,217000
1SN1vSPsr4V4tIUTR3s8YW,Fast Car,Jonas Blue,74,2xZSrcBmvMw9Y8hac6xU7L,Blue,2018-11-09,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.672,0.578,9,-6.621,1,0.0569,0.469,0,0.312,0.548,113.945,212424
4X2R70w0SoRlkuTEzzz7zG,You're My Everything,Silky Signs,38,2UMjcXPDWWDvWbW1KcBr40,You're My Everything,2019-01-25,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,0.603,0.803,1,-8.554,1,0.0439,0.0287,0.0216,0.115,0.436,124.995,197760
6w2A10HCO5nhBCaNLk4aS2,Trumpsta - Djuro Remix,Contiez,47,1GA87QBTzwfN33QAkFqCWK,Trumpsta (Remixes),2013-05-13,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,electro house,0.973,0.589,1,-7.014,1,0.236,0.00208,0.319,0.276,0.201,128.006,258520
0mNeYPJ73C5d4vLG8X2gp2,En Bajita,Young Martino,52,4lVuoBPAWohmZc3dNtpxk3,En Bajita,2019-12-27,Trapperz,37i9dQZF1DWUmxBdWX3Pp4,rap,trap,0.615,0.597,1,-9.479,0,0.199,0.715,0,0.0761,0.479,171.98,115814
2PHugyVcwpbzP2S1w3fDTA,Vencemo,Buddy,53,2trOrigi1FFyaVwdA2Yvxk,Vencemo,2019-09-20,Dose Trap,37i9dQZF1DWWlW7KLhEhCZ,rap,trap,0.879,0.42,11,-8.887,0,0.389,0.414,0,0.0812,0.362,99.01,193939
2EjGS0YJPaf3C4TCmJddGL,Pro Dia Nascer Feliz,Jetlag Music,50,2CObgWbsU4BPyiqfyG9IGk,Pro Dia Nascer Feliz,2019-12-16,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.67,0.846,9,-6.543,0,0.0884,0.164,0,0.113,0.589,124.016,203226
7uqXoZoKZKjuRdNphOQOgU,Whisper,Boombox Cartel,57,7a1Lh7WhJ3sUrO0G0IuJO3,Whisper,2018-03-02,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,0.505,0.848,6,-2.174,1,0.0823,0.168,1.21E-04,0.116,0.281,150.04,235200
3B6Aqr4Xee9Pcn0l0tb0pz,Hoes Mad,Lil Eli,16,41UCJwetjuDOq3Uo0XmxeR,Hoes Mad,2019-09-25,"Latest Hits 2020 - Pop, Hip Hop & RnB",7FqZlaYKkQmVnguJbHuj2a,r&b,hip pop,0.945,0.61,9,-8.168,1,0.0711,0.5,4.84E-05,0.0833,0.528,100.028,115657
4isVKxoLiuaSROsXno2XWq,Puls steigt,Capo,73,1enifafRpcLlWgxK2LZ8X5,Puls steigt,2019-12-20,Modus Mio,37i9dQZF1DX36edUJpD76c,rap,hip hop,0.702,0.604,2,-7.28,0,0.122,0.422,1.50E-05,0.121,0.383,96.035,165002
54K7o2yNOMZYCtEDnfD6wI,(If Loving You Is Wrong) I Don't Want to Be Right,Luther Ingram,47,3hiwk4q34fJTUJsAzrlNMD,(If Loving You Is Wrong) I Don't Want to Be Right,2008-04-22,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,0.502,0.451,4,-7.423,0,0.0438,0.283,0,0.154,0.531,140.474,216800
6g8su55d5ZpbMw01J7YrgE,Soy Una Gargola,Randy,61,6JmEk1yaNPn4LFx9YPcZXv,Alex Gargolas Greatest Hits,2013-07-09,Reggaeton Classics,37i9dQZF1DX8SfyqmSFDwe,latin,reggaeton,0.763,0.616,4,-12.101,0,0.0552,0.0136,4.11E-04,0.116,0.471,94.015,188919
39OPZvxdhToddt29z55Ukv,Blinded By The Light,Manfred Mann's Earth Band,11,7be3s9KeG3Ia1jnBzFtXOX,Best Of Vol 1,2000-01-01,Hard Rock Cafe Classics,3sv5ViKoPDNnZRsklzEGMN,rock,hard rock,0.594,0.556,5,-11.679,1,0.0622,0.559,0.00281,0.0726,0.623,140.543,228867
3d7W9cysz9P6RpmuNkDnnb,Good Thing (feat. Kehlani) - Grant Remix,Zedd,58,6OPRsAMMOah7euti7cEFay,Good Thing (with Kehlani) [Remixes],2020-01-03,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.77,0.695,9,-5.936,1,0.0382,0.061,3.73E-05,0.162,0.381,105.036,218545
2yBVeksU2EtrPJbTu4ZslK,What a Fool Believes,The Doobie Brothers,68,7je2uv9QBH65HhADDZitbB,Minute By Minute,1978,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.758,0.378,8,-15.308,0,0.0449,0.284,0,0.049,0.985,120.736,223867
0DMzkDvrWz7GaTNf3257uZ,Mirror,Serhat Durmus,56,5VCNmkHcsvgtsKcbLpChiP,ME and U,2019-10-18,Arabic Trap,37i9dQZF1DXcC6YLqj8ET8,rap,trap,0.476,0.473,0,-8.555,0,0.0397,0.397,7.09E-06,0.0858,0.155,76.171,183199
51pQ7vY7WXzxskwloaeqyj,Stairway to Heaven - 1990 Remaster,Led Zeppelin,69,1Ugdi2OTxKopVVqsprp5pb,Led Zeppelin IV,1971-11-08,Southern Rock/Classic Rock,0QUlq0LMDVXSBtbyYLTyZh,rock,classic rock,0.346,0.335,7,-12.453,1,0.0339,0.575,0.00674,0.185,0.213,84.204,478173
3JERoo6pokCgQ81z79Jpmo,That's Tuff (feat. Quavo),Rich The Kid,75,4mJn7IXnxGkOf9J8IhC711,That's Tuff,2019-12-06,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.903,0.636,10,-4.313,0,0.205,0.635,0,0.0866,0.308,137.993,154000
261Gyp0T9iYGG88XApHyW7,Treasure of My Heart,Sf Spanish Fly,26,62B7D9tx9ntKjqvoqWrmIv,SF Spanish Fly,1995,Latin Hip Hop/Freestyle,2MYEUjX0YAI9dxrBDzoCK7,latin,latin hip hop,0.651,0.848,9,-7.431,0,0.0409,0.132,0.00394,0.356,0.774,126.968,245600
6XgHh91UD5IMETc9IEiawG,Every Little Thing I Do - Remix,Soul For Real,4,18YTWlfaAMO3Lr49bfudoA,"The New Jack Swing Collection, Vol. 2",2014-11-07,90's NEW JACK SWING,0dmInkymNnOTWvEFamSNzb,r&b,new jack swing,0.811,0.524,7,-7.81,0,0.0539,0.464,2.05E-06,0.0635,0.778,98.929,303494
3z7TXksueubckBUYcLK6uu,Tengo Prisa,Dragon & Caballero,41,3bTxKb6I54lCSPkP385Ko8,Se Siente Bien (Special Edition),2009,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.823,0.748,0,-5.709,1,0.0783,0.116,0,0.118,0.911,97.029,212467
1Ovgu7X7u8zYoURU62ESmu,You & I - Live,Scorpions,49,6VOsm3ABkYoOnJFHo4iG6q,Acoustica,2001-03-22,This Is Scorpions,37i9dQZF1DWViGKI2U5P2K,rock,hard rock,0.591,0.745,8,-7.045,0,0.0424,0.416,0.00352,0.873,0.393,125.859,319347
70iKezMwKdKq7kRtORKY5B,Feel It Too,Tainy,54,35m5NO6I4o9OGY1Hc7LUXN,Feel It Too,2019-09-06,New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,r&b,urban contemporary,0.567,0.556,4,-8.179,0,0.245,0.399,0,0.211,0.484,109.922,193055
2z5n0r84oDdnwTZ76tCC1B,Cream - Original Version,Federico Franchi,0,3naJuKts3jgYhhi2m4nenS,Electro Cuts [Online Version],2007-10-01,Electro/Progressive/Club House,1HtnPDj2V126xB9tJP786P,edm,progressive electro house,0.853,0.652,11,-8.643,0,0.0734,0.0148,0.82,0.0364,0.545,125.024,194165
7mGy5pf048P89YENlFfsVy,I Was the One,Ley,37,2VZkVU1w2hXguSBiEd25EV,I Was the One,2019-10-05,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,0.73,0.536,7,-4.997,0,0.0607,0.237,1.93E-04,0.319,0.778,80.98,195556
6Jg3d40jtWFJkBCvxngaNp,Play - Loris Cimino Remix,Betta Lemme,39,6mS7bxMQhJ3NSnuB5c8Mhs,Play (Loris Cimino Remix),2019-06-07,Club Mix 2020 🍹,7sq6nuruoMyDhEWkX2oYOg,edm,electro house,0.66,0.863,0,-4.852,1,0.042,0.00452,2.04E-04,0.179,0.407,126.989,178583
297rZsBEjFw9d0Gl3iBLnd,Goodie Bag,Still Woozy,45,31u58iuxrUOJeKJj4SKqOl,Goodie Bag,2017-11-05,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.701,0.529,7,-12.242,0,0.147,0.82,0.00113,0.249,0.577,138.216,146390
1AI5EqOqDVmOKAn13cGx92,Que Passa Amigo,Tropkillaz,38,0cik460SaI0g1olHVvUp16,Que Passa Amigo,2015-10-30,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.701,0.844,9,-7.366,1,0.0473,0.00917,0.19,0.113,0.0883,100.007,219025
2oljJbP2VVGt057AlH9MtU,Guilty,Neon Dreams,0,4cIPsFMRzc6O0jNNXkFwC7,Guilty,2018-08-24,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.857,0.855,10,-4.091,1,0.224,0.0522,0,0.201,0.557,115.038,165749
5K3NDUPkLe46b5DRMt2RNJ,There For You - Madison Mars Remix,Martin Garrix,47,2XXJOpnawvArFxXTu2A1VM,There For You: The Remixes,2017-08-18,New House   ‍,54XvQQsViMBwjO1ws2o2wx,edm,electro house,0.6,0.947,6,-1.84,0,0.163,0.0395,0,0.1,0.347,126.045,175000
0exKMPo2iind68yWTaHCrr,Pony - Recorded at Spotify Studios NYC,Leon Bridges,56,66BHCqvohArD6Hk2uga5dX,Spotify Singles,2018-07-25,Soul Coffee (The Best Neo-Soul Mixtape ever),16iNEskDatG5KbDV16F6LR,r&b,neo soul,0.7,0.447,8,-11.083,0,0.0354,0.532,1.92E-04,0.0878,0.829,144.726,256893
3T4vKVM0DV6bJbArofpU0b,Great God,Tasha Cobbs Leonard,35,39UpQWkYwByspw53CTZDis,Heart. Passion. Pursuit.,2017-08-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.445,0.792,1,-5.09,1,0.0812,0.0143,4.48E-06,0.221,0.483,162.015,263427
757xcPUO7sNohea5aKXtmz,Miasto 24H,Kizo,59,2oP6xfHuf0qSpLiiFrlFs2,Miasto 24H,2019-12-11,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.726,0.617,10,-6.397,0,0.189,0.329,0,0.133,0.741,88.11,180060
6NGet2NFndj4XvpjH9iMvb,Bailando - Spanish Version,Enrique Iglesias,4,54MhxA94XThhIcDmlw9PrD,SEX AND LOVE (Deluxe),2014-01-01,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,0.725,0.779,7,-3.501,1,0.119,0.0457,2.76E-06,0.0446,0.948,91.018,243413
6NmBxhsmVjv0PMgh8aJhuw,Coke & Henny Pt. 2,Pink Sweat$,6,3V3wIOcmYhraECOfqnRQi4,Volume 2,2019-03-28,ELETRIC POP & DANCE,7316uT3vVzTidCI8cinBUv,pop,dance pop,0.806,0.289,1,-9.853,0,0.0389,0.609,0,0.105,0.457,89.958,157334
37gOHEKsQsdAsHU78lsniu,Collide (feat. Rosi Golan),Vicetone,47,7FutfFJG6BPHFAsj5wgv54,Collide (feat. Rosi Golan),2017-08-11,Female Vocal EDM,5QaPRbVgbEcCc9jC1UxgD1,edm,progressive electro house,0.613,0.701,9,-3.777,0,0.048,0.0309,0,0.419,0.288,124.085,197590
1Ot0nJcwTYaZRUEbMLQmJN,Tears of Love,TOSH,32,51mAUGqL1q1KWb6E727yzh,TOSH,2019-12-02,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,classic rock,0.578,0.482,9,-7.621,0,0.0249,0.034,3.23E-05,0.201,0.424,75.503,197120
46Q5SugsIqjxqDLvcUWhA1,"Fun House - From ""House Party"" Soundtrack",Kid 'N Play,26,5bobERbX18vZzl9NNrIHUT,House Party (Original Motion Picture Soundtrack),1990-03-09,New Jack Swing,4nX6BscFtR1CozSCfv2cuR,r&b,new jack swing,0.858,0.813,0,-11.412,1,0.149,0.00357,0,0.338,0.818,113.247,268200
6IXICze5FgtxDC4k8lXV1p,Big Bird,Blasterjaxx,0,0VpXrf6cJkwtjaxUgtzuKh,Big Bird,2016-10-03,Big Room House | Festival Bangers,5Bx5niVgi3qGQQw06C0RKq,edm,big room,0.613,0.981,7,-2.866,1,0.0599,4.11E-04,0.873,0.34,0.118,130.009,156942
2gABnPYOMsyxThmsOQ4uWK,Tequila Sunrise (feat. Barron Ricks),Cypress Hill,61,2WPS1YnbXiaX1Ekr1HNICt,The Essential Cypress Hill,2014-10-10,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.547,0.63,10,-8.772,0,0.493,0.0123,0.00233,0.14,0.555,192.733,257747
5rWjy4ys7LdinaFKZQBlZh,Be Your Man,Rhys Lewis,66,052JsWmQlm2x415X7glETB,Be Your Man,2019-10-25,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0.517,0.525,9,-7.494,0,0.0492,0.217,0,0.107,0.478,170.049,240867
7De6b4XLpncmtmhh0rztDh,No Hay Palabras,Mœnia,23,5J5Ips2LzDrTUaCVB7KZSq,Adicion,1999-01-01,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.509,0.806,0,-6.505,1,0.048,0.0097,0.448,0.218,0.332,175.973,371453
58ASzIQ5TBNQuAvCOZorjF,Hard Boy,Frawley,60,4orFYFFPPT0XPqDSehtseF,Hard Boy,2019-05-03,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0.516,0.825,4,-3.209,1,0.147,0.188,0,0.165,0.424,180.006,192347
41mqrgHlbSBA3LPypIfUoi,Plaqtudum - Tropkillaz Remix,Recayd Mob,39,3AhyuDmHMhu2wj5f7XQF6U,Plaqtudum (Tropkillaz Remix),2019-01-25,Trap Funk,37i9dQZF1DWTGaQ84g8alz,rap,trap,0.846,0.844,1,-2.848,1,0.0623,0.298,1.84E-04,0.171,0.562,129.968,177346
6b9eQGMWwf7Du1cadR3a8c,Losing U (feat. Daylight) - Radio Edit,Klingande,26,7jBhQwL7nIAQDxwbUzpYsm,Losing U (feat. Daylight) [Radio Edit],2016-02-26,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.603,0.677,6,-6.185,1,0.0305,0.0845,9.88E-05,0.0938,0.219,121.933,200967
0bwYqc07M1jtLVpyALQzZp,Rebound,Seth Hills,31,040wLaMu0nE3vvNV84VNTF,Rebound,2019-09-25,Electro House,6k45gxiQhfVqACfIdqONsC,edm,electro house,0.703,0.924,1,-6.696,0,0.0639,0.039,0.804,0.38,0.245,126.017,141905
4KZ7Pgwv14Bt33SOfzL5ad,"No Me Ignores (with Cazzu & Rauw Alejandro, feat. Myke Towers & Eladio Carrión)",Jay Menez,65,7n67mP1I00yZ0BiINmVDnr,"No Me Ignores (with Cazzu & Rauw Alejandro, feat. Myke Towers & Eladio Carrión)",2019-10-17,Academia Reggaetón,37i9dQZF1DXd8p9XRfIfUn,latin,reggaeton,0.702,0.633,11,-7.417,0,0.329,0.763,0,0.0729,0.713,176.135,291818
2q8lHMMso6wx6pb5uwqzOs,Two Dope Boyz (In a Cadillac),OutKast,50,1IaBCF26OjgYwUCEPaIyC0,ATLiens,1996-08-27,Southern Hip Hop,3R5c1OfJY7Rzl3p28pzGtL,rap,southern hip hop,0.809,0.718,7,-4.398,1,0.287,0.0127,0,0.062,0.495,93.031,162000
7jwWgLyrVPuXuoKOJeTQVo,Crank It - Radio Edit,Breaking Beattz,32,3uovxkCKlKsvZp7ctw2Lu5,Rising,2017-08-21,💊ELECTRO-HOUSE-TECH💊,0AFYmoSuoMQiGGjzvBwr6u,edm,electro house,0.876,0.504,1,-6.561,1,0.0569,0.0251,0.861,0.0741,0.18,124.031,251096
5jmyckW7sSzXcGrP1AI1Zs,Tonka,Stoltenhoff,34,1WlA9JfBZnrp6K2LCEVvbD,Tonka,2019-08-05,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,0.694,0.991,7,-3.045,1,0.129,0.00125,0.914,0.116,0.613,129.964,140322
1fG01hFiFGXZKRMHXsBlyf,CAN'T LOSE YOU,Night Lovell,55,4sA7IyvdIFpeOPBftpjetk,GOODNIGHT LOVELL,2019-02-22,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.82,0.57,0,-6.163,1,0.0361,0.474,3.47E-04,0.109,0.0971,133.908,157612
4FIUGSvwYUNiacopdF94Cf,You The Boss,Rick Ross,0,4iSsCPQIvyZ199hnUhxzQI,You The Boss,2011-01-01,Contemporary Hip Hop,68y3WoFJMMKDHUIpqCnoM3,rap,southern hip hop,0.716,0.686,11,-6.555,1,0.145,0.00728,0,0.145,0.532,141.043,280667
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,97,0ix3XtPV1LwmZADsprKxcp,Don't Start Now,2019-10-31,Verano Forever,37i9dQZF1DXdnGF35OawbN,latin,reggaeton,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,183290
5P5efUJoM4Ykh4xG1sZT6F,Santa Baby,Eartha Kitt,58,5uyUMeNk0FousoljAj6l7A,Santa Baby,2012-10-27,Christmas Soul,6FZYc2BvF7tColxO8PBShV,r&b,neo soul,0.722,0.0767,1,-16.467,1,0.0551,0.969,1.48E-06,0.127,0.484,84.854,211240
6mdNRnbiVerwM8kGCS1KwD,Roni,Bobby Brown,53,44w4sVYJVQzhH2dN3IwyIK,Don't Be Cruel,1988-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.72,0.704,9,-11.815,1,0.0375,0.0132,1.13E-04,0.054,0.92,146.701,358333
3oyf4dalm17kzTE8LJDbgR,Lo Que Siento,Cuco,76,04rhYQT6GJgWQQuRE6FfEW,Lo Que Siento,2017-05-25,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.326,0.685,10,-5.576,1,0.179,0.503,0,0.427,0.409,86.882,312000
34zbPJOhBLVd4sYbHSV7nr,Dub-I-Dub,Me & My,49,4WmrKyFBuGY2ygFrRqMUVH,Me & My,1995,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.658,0.96,7,-6.251,1,0.0474,0.066,1.38E-05,0.154,0.961,136.005,205000
6hJSH3jS9jG6khVclppBJw,Till It Hurts,Yellow Claw,52,2Q4Tw5r56tuvZqs39pGn9w,Till It Hurts,2014-12-15,Happy EDM,3d2JFEbvcx7p2CHkBaQeMZ,edm,pop edm,0.548,0.886,8,-4.016,1,0.0309,6.24E-04,2.74E-04,0.193,0.294,145.055,188680
2X6gdRlGOQgfaXU9ALUQFQ,The Chain,Fleetwood Mac,21,63k57x0qOkUWEMR0dkMivh,Rumours,1977-02-04,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0.546,0.529,9,-13.6,1,0.0436,0.0629,5.67E-04,0.0383,0.574,151.727,271000
2btKtacOXuMtC9WjcNRvAA,ILYSB,LANY,69,0HiwsXForePsWdIZW6EEkK,LANY,2017-06-30,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.636,0.623,5,-7.016,1,0.0603,0.468,0.00453,0.351,0.389,100.026,211150
5xvUgoVED1F4mBu8FL0HaW,Ready or Not,Bridgit Mendler,68,114sumrk5wTeMWHVin86QC,Hello My Name Is...,2012-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84E-05,0.107,0.748,93.043,200947
7DCPsy8KEB4mwcvUGqlhzK,California Love,2Pac,31,7a4YvXpxtqQ2yU5SKGyscm,California Love,2011-03-11,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.658,0.87,5,-3.019,1,0.0955,0.0275,0,0.656,0.791,91.647,348000
2P4wRFA7ftewX1JdN3On2K,Sunday Song,Lane 8,55,74R8jlQqkBESah1EvRHjPy,Sunday Song,2019-10-10,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,0.493,0.707,0,-9.319,0,0.0308,0.0357,0.964,0.174,0.307,123.966,269516
3icbmPGKTsKAa0IinkizCM,That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,61,7skmxw0M4VQMZwY4lICAHl,That's How You Know (feat. Kid Ink & Bebe Rexha),2015-07-17,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,0.769,0.437,1,-6.406,1,0.0363,0.44,0,0.116,0.737,103.921,186443
660zp5cgJrTXahkfq0zYMQ,Te quiero más,Enghel,32,4z3QNUcrH2H4nUV0hZy8ma,Besos variados y surtidos,2013-05-15,Latin Pop antiguo,4BmnnqWEQAamNoVjtjrQJP,latin,latin pop,0.747,0.831,11,-4.8,1,0.0324,0.0543,0,0.0852,0.96,100.031,229440
25GRgMoXezppQjLjSDLKf5,Voy a Beber,Nicky Jam,60,4etANPc5BMELu5yx987Rpx,Nicky Jam Hits,2014-09-09,Reggaeton Classics,37i9dQZF1DX8SfyqmSFDwe,latin,reggaeton,0.763,0.76,0,-4.672,1,0.0596,0.0392,0,0.133,0.916,163.969,211888
5jVJAojK3LFKETjI2gYb8O,I Promised Myself,Nick Kamen,61,0z5UEm9rbS75WTaSdGwP8N,Move Until We Fly,1990,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.58,0.799,9,-12.283,1,0.0306,0.00428,0.00161,0.0326,0.693,128.179,240773
4qjscZh4jfhkpcQG4ZQfi2,Animal,Def Leppard,60,1ja2qzCrh6bZykcojbZs82,Hysteria,1987-08-03,Vault: Def Leppard Greatest Hits,6BKqPGcrFMy6TczW0R5Vsz,rock,album rock,0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560
09IStsImFySgyp0pIQdqAc,The Middle,Zedd,84,7nEiwcUSwycvC77kZ9ub7c,The Middle,2018-01-23,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732
4yN6xPLopmTLvc27pO9LIE,Si Tú La Ves (feat. Wisin),Nicky Jam,68,2dBgWXp41imu2zBNv9oFxZ,Fénix,2017-01-20,Tusa - Karol G | China - Anuel AA | Estrenos Reggaeton y Música Urbana 2019,0T47pLnihK4xB8Bk9IQ0Dv,latin,reggaeton,0.685,0.731,5,-5.119,0,0.093,0.204,0,0.0722,0.786,177.912,221027
7zsXy7vlHdItvUSH8EwQss,Cold Water,Major Lazer,69,3Kmo85mapQ2wTaCAHBkKsK,Cold Water,2016-07-22,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185360
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),The Black Eyed Peas,96,6EobpC5SDFy5DF50dWNVGF,RITMO (Bad Boys For Life),2019-10-12,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.721,0.716,10,-7.037,0,0.0657,0.0334,8.40E-04,0.237,0.667,104.994,221714
3u1S1OmAUhx5DRlLrXqyp3,Rise,Jonas Blue,76,3KjCdhPbjbLptyJzviKu4P,Rise,2018-05-25,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.69,0.784,1,-4.653,1,0.032,0.323,0,0.203,0.669,106.066,194408
1c6GS3WO8lK7n4b3EOhSLC,Mighty God,Deitrick Haddon,32,7tAv6YInjBhHbBjs8tqNlk,Church On The Moon,2011-01-21,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.475,0.752,3,-7.127,1,0.105,0.0269,0,0.112,0.337,160.05,255200
7bJ4RdquDO1A29rJ34tiMz,SaDa,furino,54,1alrJ841wrZewCQYfqwtVs,SaDa,2019-11-01,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,0.625,0.456,4,-8.622,0,0.118,0.936,0.0226,0.105,0.0694,143.552,124184
5xTtaWoae3wi06K5WfVUUH,Shake It Off,Taylor Swift,68,2QJmrSgbdM35R67eoGQo4j,1989,2014-10-27,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,219200
353YRjUfYOlM1HgNwMrWCs,Heartbreaker,Her Bright Skies,33,1rwNUdnt4knV2dk6CRYZfV,Causing A Scene,2010-03-24,2000's hard rock,0EmGNFBBgqLmvdQGPbgiMp,rock,hard rock,0.408,0.955,3,-3.003,0,0.196,7.92E-04,0,0.133,0.474,170.024,203720
